@relation 'CAN_traffic (Multi-class)-weka.filters.unsupervised.attribute.Remove-R1-2,10-weka.filters.unsupervised.attribute.Remove-R3'

@attribute Mean numeric
@attribute Var numeric
@attribute Q3 numeric
@attribute IQR numeric
@attribute Skew numeric
@attribute Kurt numeric
@attribute Class {Flooding,Fuzzy,Malfunction}

@data
23.378049,147.571364,33.75,23.75,-0.565041,-1.228378,Fuzzy
37.48,609.887347,62.75,50.25,-0.036883,-1.509245,Fuzzy
61.233333,2074.667816,90,64.75,0.547425,-0.671702,Fuzzy
23.768293,119.217254,32.75,20.75,-0.315495,-1.088702,Fuzzy
55.242424,2386.751894,83,70,1.019948,0.547224,Fuzzy
30.333333,478.258064,47,36,0.418176,-1.206651,Fuzzy
58.733333,4444.133333,58.25,41,2.161767,4.727828,Fuzzy
73.8,4732.833333,101,84,2.036858,5.440351,Fuzzy
21.119565,127.007525,30,18,-0.048593,-1.167504,Fuzzy
52,1563.542857,68.5,48.5,0.863007,0.466211,Fuzzy
20.297872,138.533974,31,22.75,-0.223821,-1.53446,Fuzzy
23.851852,140.052778,33,20,-0.659083,-1.039587,Fuzzy
23.289157,147.208052,33.5,21,-0.253463,-1.26871,Fuzzy
22.647059,143.207283,33,22,-0.540714,-1.225568,Fuzzy
16.810345,78.433283,21,10,0.402289,-0.098713,Fuzzy
23.75,150.772152,33,20.5,-0.554651,-1.004875,Fuzzy
23.609756,166.710027,33,25,-0.795357,-1.06923,Fuzzy
22.534884,130.957592,32,18.75,-0.333471,-1.165512,Fuzzy
35.462963,530.102376,57,43.75,0.122516,-1.377701,Fuzzy
15.539683,70.122413,19,9.75,0.797296,1.086689,Fuzzy
23.962963,142.086111,34,18,-0.744039,-0.789794,Fuzzy
17.763636,214.2005,19,6,6.00528,48.75815,Fuzzy
22.951807,156.534234,33.5,23,-0.426343,-1.31779,Fuzzy
55.085714,2670.433613,58.5,30.5,2.68311,8.381197,Fuzzy
33.807018,447.622807,50,35,0.328061,-1.136625,Fuzzy
23.035714,142.492685,32,21.25,-0.506717,-1.199235,Fuzzy
15.798387,141.105363,19,11.25,3.729647,26.200652,Fuzzy
22.975904,132.243315,33,19,-0.505113,-1.144519,Fuzzy
20.870968,145.765778,31,23,-0.265013,-1.440739,Fuzzy
96.222222,4797.947712,162,128.5,0.174615,-1.284014,Fuzzy
20.073684,128.303023,29,18.5,-0.040585,-1.240915,Fuzzy
53,1743.117647,87.5,73.5,0.552276,-0.960259,Fuzzy
38.877551,500.526361,62,41,0.067275,-1.429437,Fuzzy
69.962963,4386.575499,108.5,88,1.504039,2.113536,Fuzzy
55.625,2234.112903,88.75,71.25,0.870558,-0.395921,Fuzzy
21.144444,129.338452,32,21,-0.123437,-1.386837,Fuzzy
55.411765,1288.188948,70.75,41.25,0.583608,-0.498004,Fuzzy
22.321839,136.453355,33,23,-0.333049,-1.375,Fuzzy
23.975309,130.249383,33,19,-0.697647,-0.932943,Fuzzy
23.402439,127.50271,33,19.75,-0.244781,-1.120577,Fuzzy
23.39759,121.169262,33,19,-0.46674,-1.192883,Fuzzy
18.788462,557.255788,20,9,8.455645,78.249446,Fuzzy
20.83871,154.158485,32,25,-0.229242,-1.518215,Fuzzy
26.27027,115.049241,33.75,12.25,-1.046513,-0.059817,Fuzzy
21.896552,139.7915,32,22,-0.288348,-1.34916,Fuzzy
35.314815,489.880154,57.75,41.75,0.220968,-1.264214,Fuzzy
33.051724,472.50605,53.25,41.25,0.261141,-1.277958,Fuzzy
22.738095,150.677567,33,21.25,-0.436467,-1.199835,Fuzzy
15.845528,77.098894,19,8.5,0.499333,0.124577,Fuzzy
21.362637,163.589255,32,24,-0.303336,-1.439379,Fuzzy
73.56,5379.006667,95,75,2.192007,6.088522,Fuzzy
31.466667,555.439548,52.25,37.5,0.515976,-1.071064,Fuzzy
23.743902,141.94595,33,20,-0.474858,-1.13155,Fuzzy
22.034091,154.079284,33,24,-0.322802,-1.360181,Fuzzy
22.034483,151.080193,33,23.5,-0.324466,-1.356257,Fuzzy
39.020833,678.91445,65,52.25,-0.185009,-1.658385,Fuzzy
53.2,2346.576471,64.5,44.5,1.226883,0.589736,Fuzzy
22.581395,126.55212,32.75,19.75,-0.231985,-1.216123,Fuzzy
55.264706,3054.442959,78,67.75,1.620526,2.809242,Fuzzy
36.019231,502.215309,60.25,41.25,0.207502,-1.356666,Fuzzy
64.5,3753.444444,97.25,80.5,1.050437,0.234397,Fuzzy
78.416667,7676.34058,101.75,88,1.880133,3.096424,Fuzzy
23.493976,133.594475,33,21.5,-0.435532,-1.276448,Fuzzy
46.7,2368.369231,83.5,70,1.093782,-0.009985,Fuzzy
23.950617,135.147531,34,19,-0.49507,-1.116262,Fuzzy
24.177215,144.557936,33,21.5,-0.716568,-1.090495,Fuzzy
22.413793,142.524459,31,19.5,-0.272643,-1.144216,Fuzzy
17.645455,82.506172,20,7,0.389635,-0.245046,Fuzzy
20.73913,138.546584,32,22.25,-0.216567,-1.361946,Fuzzy
21.662921,144.794178,32,21,-0.164499,-1.231808,Fuzzy
24.474359,168.616217,34,19,-0.873254,-0.872398,Fuzzy
23.27381,138.996414,33,18,-0.439781,-1.067572,Fuzzy
38.1,500.581633,57.75,38.5,0.027946,-1.40799,Fuzzy
17.176991,75.093394,20,7,0.341842,-0.273979,Fuzzy
23.950617,157.472531,34,23,-0.627564,-1.130026,Fuzzy
16.313559,66.234174,19,7,0.342478,0.147096,Fuzzy
24.518987,133.560532,34,20,-0.556977,-1.043094,Fuzzy
86.681818,6510.893939,112,82,1.214731,0.359785,Fuzzy
34.611111,453.487421,51.75,37.5,0.290926,-1.08441,Fuzzy
26.589041,104.634323,34,15,-0.775442,-0.555806,Fuzzy
20.62766,151.827614,32,23.75,-0.193578,-1.468262,Fuzzy
24.2125,143.384652,34,21,-0.61634,-1.10108,Fuzzy
34.127273,519.557576,57.5,42,0.23325,-1.406331,Fuzzy
43.837209,1506.187154,69.5,58.5,1.351015,2.251169,Fuzzy
21.897727,131.656087,32,19,-0.182454,-1.123982,Fuzzy
40.12766,1630.765957,53.5,43.5,1.481266,1.721734,Fuzzy
30.885246,582.036612,52,43,0.374978,-1.347679,Fuzzy
70,5931.36,108.25,95.5,1.271641,0.825986,Fuzzy
70.592593,3929.558405,82.5,55,1.162044,0.056498,Fuzzy
25.223684,129.775965,34,16.5,-0.859075,-0.738556,Fuzzy
50.805556,2362.218254,58,39.25,1.516566,1.061816,Fuzzy
22.662791,129.802599,32.75,20.5,-0.391393,-1.295748,Fuzzy
22.206897,120.235766,33,19,-0.245409,-1.112674,Fuzzy
26.458333,124.054577,34,9,-1.013473,-0.316378,Fuzzy
22.218391,140.8471,33,21.5,-0.31706,-1.376058,Fuzzy
17.5,86.362385,21,9,0.42198,-0.421252,Fuzzy
23.864198,140.618827,33,17,-0.414695,-0.886754,Fuzzy
24.037037,147.561111,33,17,-0.728029,-0.925626,Fuzzy
20.473118,146.904161,32,23,-0.138447,-1.335836,Fuzzy
33.551724,437.655172,49.25,30.75,0.402296,-1.099409,Fuzzy
16.322034,75.297117,19,8,0.409728,-0.287002,Fuzzy
23.512195,142.87022,33,20,-0.427466,-0.962476,Fuzzy
15.580645,67.887752,19.25,8.5,0.167481,-0.284595,Fuzzy
22.022989,178.720396,33,26,-0.48661,-1.432368,Fuzzy
80.434783,7452.529644,96.5,77,1.601161,1.979133,Fuzzy
32.333333,527.344633,47,35,0.472089,-0.733674,Fuzzy
22.552941,142.72633,32,20,-0.421525,-1.262337,Fuzzy
22.337209,152.814364,34,25,-0.32977,-1.54797,Fuzzy
22.453488,148.650752,32.75,21.75,-0.366368,-1.315543,Fuzzy
32.516667,465.169209,53,40.75,0.231331,-1.326929,Fuzzy
59.0625,2051.544355,73.75,49,1.548894,2.725031,Fuzzy
21.677778,132.715231,29.75,18.75,-0.092821,-1.095283,Fuzzy
54.323529,2190.346702,68,46,1.506257,2.137723,Fuzzy
39.816327,541.694728,63,43,-0.078923,-1.28409,Fuzzy
73.576923,6430.413846,97.75,86,1.845804,3.403723,Fuzzy
85.380952,6938.247619,99,64,1.771414,2.853597,Fuzzy
23.506024,131.106671,33,18.5,-0.438638,-1.115458,Fuzzy
49.552632,938.145804,68.75,45.25,0.515283,-0.181581,Fuzzy
24.518987,138.483609,33.5,19.5,-0.713121,-0.964962,Fuzzy
23.481928,135.740523,33,19,-0.499837,-1.14678,Fuzzy
25.337662,122.884484,33,15,-0.587955,-0.671033,Fuzzy
15.198413,65.664317,19,9.75,0.214078,-0.280478,Fuzzy
25.051948,129.339371,34,18,-0.73286,-0.779352,Fuzzy
24.5,142.772727,34,18.75,-0.531461,-1.044678,Fuzzy
23.950617,144.997531,33,19,-0.653288,-0.977817,Fuzzy
24.08642,125.154938,33,19,-0.555031,-1.149481,Fuzzy
34.436364,557.139394,56.5,43,0.255538,-1.349187,Fuzzy
14.992308,75.403041,18.75,9.75,0.31785,-0.172429,Fuzzy
20.239583,140.773575,30,21,-0.164646,-1.278156,Fuzzy
17.648649,88.102703,22.5,10,0.097985,-0.660471,Fuzzy
21.098901,173.801221,33,26,-0.35401,-1.505759,Fuzzy
54.2,3518.855172,60.75,45.5,2.42767,6.949099,Fuzzy
39.361702,560.670675,60,44.5,-0.130326,-1.379605,Fuzzy
21.120879,155.640781,32,22.5,-0.242974,-1.477919,Fuzzy
22.079545,132.211991,33,22,-0.426841,-1.343303,Fuzzy
20.892473,133.79266,31,20,-0.176595,-1.211933,Fuzzy
34.490909,485.217508,52.5,37,0.260106,-1.23185,Fuzzy
53.823529,3883.543672,66.75,50.5,2.061829,4.006265,Fuzzy
23.851852,107.202778,33,15,-0.582659,-0.583511,Fuzzy
60.655172,3485.662562,94,76,0.961346,-0.255654,Fuzzy
34.107143,416.351948,49,33.25,0.243935,-1.069547,Fuzzy
73.48,6135.593333,113,99,1.734422,3.108626,Fuzzy
60.774194,4110.113978,89,78.5,1.428277,1.695226,Fuzzy
25.932432,103.707701,33,13,-0.817717,-0.509997,Fuzzy
55.69697,2555.405303,79,58,1.170296,0.341387,Fuzzy
20.892473,127.857878,32,22,-0.140156,-1.402549,Fuzzy
22.858824,158.789356,33,23,-0.562395,-1.274909,Fuzzy
23.317073,133.626619,33,20.75,-0.435984,-1.239164,Fuzzy
16.869565,85.921434,21,10.5,0.193235,-0.559001,Fuzzy
24.582278,116.477118,33,17,-0.696505,-0.870767,Fuzzy
23.39759,124.486336,33,18,-0.314438,-0.96672,Fuzzy
23.950617,161.872531,34,21,-0.811764,-0.988251,Fuzzy
23.765432,122.70679,33,20,-0.600717,-1.040392,Fuzzy
32.310345,425.761645,45,27.75,0.466178,-0.956104,Fuzzy
17.396396,88.241441,23,12,0.126807,-0.798098,Fuzzy
24.75641,122.861971,33.75,15.75,-0.792462,-0.617461,Fuzzy
16.108333,87.542787,21,12.25,0.32767,-0.44443,Fuzzy
22.494253,147.136595,33,20,-0.536627,-1.128156,Fuzzy
59.892857,3558.914021,72.25,49.5,2.058173,4.239701,Fuzzy
35.309091,527.06936,51,33,0.424392,-0.784197,Fuzzy
21.965909,124.791928,31,16.25,-0.221977,-1.114553,Fuzzy
21.94382,135.68999,32,21,-0.479292,-1.217654,Fuzzy
21.943182,137.479493,32,21.25,-0.492076,-1.181762,Fuzzy
41.106383,464.879741,63,42.5,-0.196882,-1.338956,Fuzzy
70,4973.391304,97,76.75,1.509152,2.070245,Fuzzy
21.108696,117.021023,29,14.25,-0.128261,-0.835924,Fuzzy
56.933333,3625.857471,72,59.25,1.778914,3.391633,Fuzzy
33.894737,466.845865,54,39,0.180645,-1.226446,Fuzzy
77.681818,6321.465368,111.5,85.25,1.305383,0.548737,Fuzzy
47.459459,1802.6997,61,40,2.333191,7.810131,Fuzzy
24.15,94.508861,33,15,-0.520575,-0.714396,Fuzzy
63.064516,1821.795699,95.5,65,0.464731,-0.627598,Fuzzy
23.560976,108.076483,33,16.75,-0.438213,-0.994899,Fuzzy
24.769231,99.452547,33,16,-0.581615,-0.861887,Fuzzy
21.696629,120.78192,31,17,-0.223145,-1.029865,Fuzzy
16.394958,71.088449,20,8,0.256437,-0.212946,Fuzzy
22.430233,121.424487,33,18.75,-0.38203,-1.084465,Fuzzy
20.478723,124.144704,29.5,17.25,0.037947,-1.006334,Fuzzy
23.487805,139.141825,33,16,-0.745112,-0.92518,Fuzzy
25.077922,120.914901,33,14,-0.491999,-0.645324,Fuzzy
32.762712,431.563413,48,31.5,0.294534,-1.055556,Fuzzy
16.95614,64.236997,20,6,0.411901,0.339722,Fuzzy
19.701031,40.64927,22,5,0.112948,-0.076959,Fuzzy
18.769231,26.276326,22,6,-0.347879,1.79295,Fuzzy
19.4,18.989899,21,4,-0.172533,6.163278,Fuzzy
36.529412,74.134118,40,3.5,-1.517613,3.06725,Fuzzy
19.44,13.380202,22,5,-0.193533,0.54002,Fuzzy
19.867347,14.384284,21,3,1.210789,5.545178,Fuzzy
20.010309,18.510309,21,4,0.900904,5.848973,Fuzzy
38.708333,31.359929,40,2,-2.874705,14.473246,Fuzzy
151.333333,5298.969697,195,66,-1.107269,-0.667443,Fuzzy
19.927083,41.626206,25,11,0.363826,-0.325785,Fuzzy
173.636364,2783.454545,195,1,-2.260345,3.658955,Fuzzy
38.34,40.392245,40,2,-2.28579,8.038211,Fuzzy
368.333333,309182.3333,538.5,491,0.703195,-1.5,Fuzzy
197.888889,145.361111,195,1,2.168505,3.3169,Fuzzy
20.136842,25.800224,23,7,1.27906,3.611764,Fuzzy
92.2,519.010526,98,1,-2.176775,4.20032,Fuzzy
18.854369,29.066819,21,4,-1.258556,4.681083,Fuzzy
20.020619,16.37457,21,4,1.754192,6.578587,Fuzzy
19.85567,17.603952,22,5,0.753335,1.896024,Fuzzy
19.326733,20.002178,22,6,0.081658,2.367554,Fuzzy
20.020619,17.56207,21,4,0.655543,6.397921,Fuzzy
19.616162,18.728716,21,4,0.188933,6.168929,Fuzzy
20.094737,18.278163,21,3,1.189108,8.394925,Fuzzy
19.019417,28.509423,22,5,0.2606,5.242602,Fuzzy
40.125,49.473404,40.25,2.25,1.394219,9.341021,Fuzzy
19.326733,21.202178,22,5,-0.248578,3.228695,Fuzzy
22.390805,154.124566,31,18,0.015212,-0.841225,Fuzzy
18.447619,89.40348,25,13,0.192509,-0.509625,Fuzzy
22,163.126437,32.25,25.5,-0.595843,-1.313954,Fuzzy
70.703704,3294.062678,98,63.5,1.428787,1.402331,Fuzzy
29.938462,455.371154,46,33,0.496532,-0.806585,Fuzzy
21.142857,108.190476,30,17,0.03137,-0.783683,Fuzzy
22.388235,117.359384,32,18,-0.147899,-1.239542,Fuzzy
40.4375,492.549202,60,39.25,-0.169926,-1.370294,Fuzzy
20.095745,131.57138,30,20,-0.149448,-1.196469,Fuzzy
63.344828,6073.519704,83,67,2.037387,3.563886,Fuzzy
24.884615,103.142358,33,15.75,-0.062613,-0.83641,Fuzzy
57.424242,2228.751894,98,81,0.600267,-0.624077,Fuzzy
33.724138,516.238355,56.5,41.25,0.26817,-1.334181,Fuzzy
55.470588,2814.923351,94.25,77.25,1.078031,-0.025768,Fuzzy
64.655172,2593.305419,73,41,1.338685,0.854424,Fuzzy
20.870968,117.048387,27,14,0.398798,-0.517781,Fuzzy
52.176471,2217.301248,73,57.75,1.000944,0.2227,Fuzzy
25.013158,118.599825,32.25,14.5,-0.927985,-0.490006,Fuzzy
26.041096,94.762177,33,13,-0.997556,-0.104368,Fuzzy
25.539474,123.611754,32.25,13.25,-0.685637,-0.423857,Fuzzy
21.550562,150.613892,32,24,-0.408198,-1.365138,Fuzzy
17.935185,93.799498,24,14,0.280803,-0.740378,Fuzzy
22.252874,153.632986,32,23.5,-0.289571,-1.127696,Fuzzy
23.22619,113.863884,33,17,-0.338465,-0.681476,Fuzzy
21.241758,127.096459,31,19,-0.234312,-1.082942,Fuzzy
35.980769,516.56825,56,40,-0.011452,-1.428854,Fuzzy
16.277311,80.574989,21,11,0.604668,-0.037486,Fuzzy
21.988636,150.586076,33,20.25,-0.187552,-1.10752,Fuzzy
16.285714,97.138015,20,10.5,0.597986,0.022135,Fuzzy
22.741176,167.07507,33,24,-0.588183,-1.268937,Fuzzy
64.37931,3067.172414,92,70,1.036667,0.593355,Fuzzy
33.157895,602.956767,54,41,0.421663,-1.123771,Fuzzy
27.111111,116.973396,35,14.25,-0.396676,-0.713219,Fuzzy
18.283019,94.77628,24,12,0.424154,-0.249387,Fuzzy
22.627907,112.871683,32.75,19.75,-0.299877,-1.280413,Fuzzy
23.888889,139.725,33,18,-0.546096,-1.023869,Fuzzy
50.428571,1339.252101,67.5,40,0.841177,0.532932,Fuzzy
22.218391,152.475007,31,18,0.089641,-0.938047,Fuzzy
57.9375,2727.28629,89.25,73.75,0.89041,-0.349377,Fuzzy
32.655172,547.177254,57,45.75,0.386425,-1.337472,Fuzzy
48.138889,2307.494444,62.75,49.25,1.845517,3.49737,Fuzzy
62,2082.928571,89,57,0.783375,0.00231,Fuzzy
24.782051,152.744089,34,19,-0.137348,-0.996236,Fuzzy
53.194444,2322.046825,73.25,57.5,0.982791,0.050389,Fuzzy
22.344828,143.786688,32,22,-0.425941,-1.369769,Fuzzy
24.43038,125.145732,33,19,-0.65305,-1.049545,Fuzzy
21.566667,147.439326,32,21,-0.140002,-1.264497,Fuzzy
25.064935,127.666781,33,18,-0.85129,-0.734391,Fuzzy
15.901639,97.61008,21,12,0.631338,-0.015046,Fuzzy
22.348837,134.441587,32.75,21.5,-0.266538,-1.304531,Fuzzy
23.313253,127.534822,32,17.5,-0.246314,-1.102879,Fuzzy
22.241379,149.115477,32,20,-0.026298,-0.965729,Fuzzy
38.958333,482.210993,60,39.5,-0.101746,-1.258056,Fuzzy
31.533333,432.015819,45.25,32.75,0.438685,-0.949447,Fuzzy
22.057471,146.426891,33,19,-0.230057,-1.003094,Fuzzy
17.212389,64.472345,20,8,0.530015,0.548007,Fuzzy
24.0375,132.846677,33,20.5,-0.653848,-1.051435,Fuzzy
79.833333,7630.57971,86.5,66.5,1.720578,2.369316,Fuzzy
41.340426,629.838113,59.5,36.5,0.136183,-1.023348,Fuzzy
23.095238,123.002869,33,18,-0.338717,-1.067338,Fuzzy
16.07438,80.336088,20,10,0.503781,0.108983,Fuzzy
22.964286,137.360155,33.25,21.5,-0.33464,-1.318769,Fuzzy
23.120482,132.30238,33,19.5,-0.438221,-1.165566,Fuzzy
56.333333,3083.041667,93,80,0.988938,-0.06685,Fuzzy
22.635294,142.472549,30,17,0.158058,-0.755692,Fuzzy
50.675676,2337.225225,70,54,1.48057,1.527191,Fuzzy
37.8,620.367347,64.5,50,0.122896,-1.592866,Fuzzy
82.227273,3404.660173,109.75,78.5,0.432216,-0.934236,Fuzzy
42.333333,2007.818182,50,34,1.922948,3.045953,Fuzzy
21.784091,129.136755,30,18,-0.059987,-1.114607,Fuzzy
58.333333,1796.729167,69,36,0.994562,0.489581,Fuzzy
21.932584,150.972676,34,25,-0.222379,-1.559554,Fuzzy
24.35443,129.334307,34,19,-0.51399,-1.022718,Fuzzy
22.149425,175.523924,33,23,-0.213182,-1.366893,Fuzzy
23.035294,163.582073,34,25,-0.508207,-1.278293,Fuzzy
16.208333,75.460434,21,11,0.375896,-0.059305,Fuzzy
25.038462,130.479021,33,16.75,-0.85564,-0.592022,Fuzzy
22.348837,135.170999,33,19,-0.258141,-1.261177,Fuzzy
24.0375,146.618829,34,20,-0.324883,-0.982954,Fuzzy
31.672131,598.89071,57,48,0.350972,-1.343991,Fuzzy
36.346154,634.113122,62.25,52.75,-0.006365,-1.608328,Fuzzy
21.606742,149.195863,32,22,-0.20974,-1.208539,Fuzzy
16.158333,92.588165,20.25,11.25,0.784207,0.054471,Fuzzy
23.728395,145.550309,33,21,-0.681539,-1.005097,Fuzzy
58.678571,4698.003968,75.75,62,1.936422,3.68457,Fuzzy
34.446429,598.942532,62,49.25,0.232187,-1.415238,Fuzzy
24.05,132.174683,34,19.25,-0.424266,-1.077506,Fuzzy
21.875,137.949713,31,20,-0.363733,-1.292989,Fuzzy
23.45122,133.21364,33,19,-0.45529,-1.099479,Fuzzy
29.846154,462.882211,44,32,0.538033,-0.998243,Fuzzy
61.451613,2603.922581,91,73.5,0.865789,0.29556,Fuzzy
25,166.447368,38,23,-0.127408,-1.073689,Fuzzy
48.74359,1466.353576,63,43,1.235546,1.012112,Fuzzy
41.847826,590.220773,64,47,-0.28837,-1.494466,Fuzzy
110.588235,4245.007353,133,72,0.582225,-0.679719,Fuzzy
61.833333,3935.867816,70.75,54.25,1.558823,1.820376,Fuzzy
22.383721,145.251026,33.25,22,-0.178668,-1.223678,Fuzzy
55.96875,2046.482863,82.75,54.75,0.682245,-0.472653,Fuzzy
23.578313,133.368792,33,22,-0.554953,-1.140152,Fuzzy
22.767442,154.157045,33,24.75,-0.498552,-1.398732,Fuzzy
20.553191,142.851979,30.75,20.5,0.049248,-1.113888,Fuzzy
17,97.00885,21.75,12.25,0.657807,-0.100549,Fuzzy
22.611765,129.168908,32,21,-0.505278,-1.183142,Fuzzy
22.821429,141.883391,33,23.5,-0.463222,-1.281863,Fuzzy
21.775281,141.085291,32,20,-0.318502,-1.323034,Fuzzy
23.962963,123.536111,33,19,-0.563669,-1.025526,Fuzzy
40.93617,661.713229,64.5,51,-0.275684,-1.568962,Fuzzy
15.764228,89.886579,20,11,0.685857,0.01751,Fuzzy
24.820513,121.941392,33.75,18.75,-0.680243,-0.78799,Fuzzy
16.041322,84.673278,19,10,0.422395,-0.242732,Fuzzy
21.908046,169.270516,33,24.5,-0.473777,-1.356342,Fuzzy
105.529412,8009.014706,140,79,1.62262,2.960867,Fuzzy
33.017544,475.338972,49,34,0.198612,-1.364632,Fuzzy
23.095238,144.183592,32,18.25,-0.487406,-1.025508,Fuzzy
22.261364,148.21826,33,25,-0.40685,-1.354059,Fuzzy
22.905882,151.443417,33,22,-0.421958,-1.270498,Fuzzy
36.076923,618.542986,62.5,51.5,0.080059,-1.592777,Fuzzy
58.71875,2952.079637,77.75,59.25,1.462033,1.477524,Fuzzy
23.107143,152.072719,35,20.25,-0.069248,-0.986445,Fuzzy
62.1,5078.024138,88,81,1.764121,3.393446,Fuzzy
34.62963,362.954577,46.5,25.25,0.428713,-0.831333,Fuzzy
69.16,8859.223333,65,49,1.978485,2.927525,Fuzzy
52.432432,3534.696697,71,57,2.386447,7.317479,Fuzzy
21.097826,165.495819,31,22.25,0.073265,-1.218252,Fuzzy
49.891892,1936.487988,75,62,1.162589,1.08334,Fuzzy
22.159091,168.824974,33,25,-0.437715,-1.445106,Fuzzy
23.243902,120.186691,32,19.5,-0.488385,-1.224199,Fuzzy
22.835294,146.353501,33,20,-0.319945,-1.109171,Fuzzy
16.732759,76.023613,21.25,9.25,0.308808,-0.097484,Fuzzy
21.561798,156.680797,32,24,-0.326453,-1.440705,Fuzzy
23.7625,134.335285,32.25,16.75,-0.498422,-0.945411,Fuzzy
25.513158,142.253158,34,17.5,-0.90927,-0.632378,Fuzzy
23.481928,147.813694,32.5,21.5,-0.353865,-1.204721,Fuzzy
33.052632,568.300752,60,49,0.196551,-1.460302,Fuzzy
16.589744,71.364721,21,10,0.450167,-0.051016,Fuzzy
24.2,172.263291,34.25,21.25,-0.654014,-1.095451,Fuzzy
14.807692,61.861956,18,8,0.523507,1.218973,Fuzzy
23.02381,151.324727,33,19.5,-0.568626,-1.13847,Fuzzy
74.92,3733.16,107,81,1.006924,0.138535,Fuzzy
38.68,525.773061,62.75,44.75,0.079993,-1.341346,Fuzzy
24.846154,159.69031,35,20,-0.611447,-1.008331,Fuzzy
14.615385,65.742397,18,9,0.823272,1.546464,Fuzzy
24.0875,144.460601,34,21,-0.611594,-1.068754,Fuzzy
24.493671,147.740344,34,21,-0.573985,-1.123411,Fuzzy
52.542857,2375.490756,67,46.5,1.713845,2.967595,Fuzzy
20.978261,154.329193,28.5,18.5,0.159627,-1.16302,Fuzzy
51.944444,1886.68254,70.5,48.75,1.0223,0.321365,Fuzzy
38.734694,548.57398,62,40,-0.038857,-1.443928,Fuzzy
67.928571,3598.513228,84.25,59.5,1.416335,1.469865,Fuzzy
75.772727,3516.660173,108,72,1.000794,0.398758,Fuzzy
22.418605,154.105062,31,19,-0.028084,-1.159801,Fuzzy
46.142857,1850.125436,67.5,53,1.218406,0.897421,Fuzzy
21.32967,149.712332,33,23.5,-0.237997,-1.472583,Fuzzy
23.313253,137.193359,33,22,-0.445151,-1.317281,Fuzzy
25.631579,140.689123,35.25,15.5,-0.752609,-0.529548,Fuzzy
16.226891,65.397237,19,7,0.676428,1.294512,Fuzzy
22.941176,145.67507,33,21,-0.483117,-1.285129,Fuzzy
23.26506,143.27035,33,21.5,-0.314254,-1.301218,Fuzzy
24.2,162.491139,34,20,-0.743919,-1.010784,Fuzzy
22.988095,147.023953,33.25,19.5,-0.376505,-1.143083,Fuzzy
34.6,533.874074,56.5,41.5,0.267565,-1.27167,Fuzzy
37.215686,553.292549,60.5,45.5,0.142581,-1.392962,Fuzzy
21.784091,141.435606,32,21,-0.372717,-1.270011,Fuzzy
17.283186,102.526233,21,10,0.673733,0.205671,Fuzzy
23.679012,134.745679,33,20,-0.587613,-1.001727,Fuzzy
96,5817.111111,157.5,132.5,0.344085,-1.11593,Fuzzy
31.57377,528.981967,49,40,0.331996,-0.963772,Fuzzy
21.3,135.15618,31,20,-0.143123,-1.254355,Fuzzy
16.123967,85.359504,19,10,0.595549,0.176831,Fuzzy
23.53012,146.520423,32,17,-0.744485,-0.944981,Fuzzy
20.847826,147.866699,32,23,-0.259953,-1.399979,Fuzzy
55.264706,2307.533868,75,54.75,1.206609,0.785441,Fuzzy
23.743902,125.40274,31.75,14.75,-0.311833,-0.710158,Fuzzy
61.516129,3378.458065,81.5,65,1.468979,1.674904,Fuzzy
36.769231,505.31825,59,43.25,0.151272,-1.431426,Fuzzy
66.444444,3160.948718,98,81.5,0.730229,-0.563558,Fuzzy
67.642857,4633.719577,100.25,76.5,1.30093,0.793828,Fuzzy
20.340426,135.6248,29,20,0.038224,-1.217509,Fuzzy
39.395349,1045.959025,62,50,0.89894,-0.015006,Fuzzy
24.705128,134.288545,34,20.75,-0.735945,-0.966971,Fuzzy
22.045977,154.67228,33,24,-0.37169,-1.403968,Fuzzy
23.457831,130.421981,35,21.5,-0.178925,-1.206353,Fuzzy
17.917431,76.48386,21,8,0.554753,0.587676,Fuzzy
22.302326,135.507524,32,20,-0.376577,-1.281252,Fuzzy
26.273973,121.368341,34,12,-1.009995,-0.210982,Fuzzy
23.654321,141.879012,33,19,-0.645609,-1.017743,Fuzzy
22.137931,154.329591,33.5,23,-0.212078,-1.297187,Fuzzy
34.428571,473.922078,57.75,42,0.174026,-1.280524,Fuzzy
35.555556,543.91195,58.5,44,0.105351,-1.376334,Fuzzy
26.243243,138.816734,34.75,17.25,-0.947148,-0.429815,Fuzzy
14.545455,48.936849,18.25,9.25,0.184267,0.279667,Fuzzy
25.246753,123.740943,34,18,-0.36372,-1.028949,Fuzzy
87.863636,3889.9329,109,68.75,0.930059,0.235327,Fuzzy
34.90566,711.894775,58,45,0.343391,-1.209583,Fuzzy
23.353659,157.268443,33.75,21.75,-0.245492,-1.257199,Fuzzy
24.831169,126.536911,34,17,-0.582691,-1.057931,Fuzzy
21.428571,164.069841,33,25,-0.176808,-1.546833,Fuzzy
38.416667,550.758865,62.25,47.25,0.108634,-1.449875,Fuzzy
50.171429,1947.205042,71,55.5,0.973545,-0.236843,Fuzzy
23.024096,158.389656,30.5,18,0.163447,-1.067106,Fuzzy
57.59375,2230.636089,82,70.5,0.794958,-0.000638,Fuzzy
30.412698,472.859191,46,34.5,0.507411,-0.918511,Fuzzy
61.73913,1881.565217,96,72.5,0.497966,-0.626075,Fuzzy
